step,train_loss,train_accuracy,valid_loss,valid_mean_token_accuracy
503,0.70149,0.80392,,
504,0.04022,0.99038,,
505,1.37638,0.74725,,
506,0.38157,0.92553,,
507,0.2424,0.91139,,
508,0.46225,0.875,,
509,1.32534,0.72603,,
510,0.22968,0.96377,,
511,0.91808,0.78832,,
512,0.36806,0.9096,,
513,0.04784,0.98734,,
514,1.23928,0.76437,,
515,0.10321,0.95833,,
516,0.49068,0.88079,,
517,0.0069,1.0,,
518,0.34573,0.91228,,
519,0.08704,0.98214,,
520,0.49492,0.89231,,
521,0.151,0.95853,,
522,0.54119,0.84375,,
523,1.88772,0.60513,,
524,0.19387,0.96341,,
525,0.47421,0.82857,,
526,0.33254,0.88889,,
527,0.23393,0.93056,,
528,0.02979,1.0,,
529,1.05154,0.7619,,
530,1.15526,0.72131,,
531,0.18506,0.93651,,
532,0.51408,0.92188,,
533,0.3395,0.85185,,
534,0.61994,0.84211,,
535,0.04202,0.98701,,
536,1.16271,0.76351,,
537,2.83024,0.45818,,
538,0.08814,0.96552,,
539,1.56555,0.70213,,
540,0.40405,0.90066,,
541,0.1768,0.94444,,
542,0.15102,0.88462,,
543,0.31534,0.90789,,
544,0.65824,0.77143,,
545,0.63985,0.83544,,
546,0.33858,0.91176,,
547,0.30794,0.90654,,
548,0.39564,0.89744,,
549,0.27183,0.88,,
550,0.24187,0.93548,,
551,0.57142,0.88312,,
552,0.24986,0.89189,,
553,0.42802,0.89952,,
554,1.14182,0.8,,
555,0.27008,0.88333,,
556,0.79686,0.77778,,
557,0.74789,0.8169,,
558,0.17602,0.94737,,
559,0.44072,0.86982,,
560,0.42298,0.84956,,
561,0.38861,0.89216,,
562,1.02776,0.72,,
563,0.08243,1.0,,
564,0.42247,0.92737,,
565,0.13344,0.96023,,
566,0.35408,0.88372,,
567,1.39061,0.71053,,
568,0.33899,0.89333,,
569,0.91877,0.78351,,
570,0.09289,0.96,,
571,0.05489,0.97794,,
572,1.57754,0.74324,,
573,0.85395,0.79845,,
574,1.70962,0.5977,,
575,1.34723,0.69565,,
576,0.09153,0.93878,,
577,0.08292,0.95652,,
578,0.70766,0.81429,,
579,0.11677,0.96842,,
580,0.14863,0.91111,,
581,0.59865,0.87719,,
582,0.40081,0.90323,,
583,0.65454,0.79032,,
584,0.42635,0.90476,,
585,0.30963,0.82143,,
586,0.15348,0.92857,,
587,0.128,0.93333,,
588,0.01985,0.98969,,
589,0.98985,0.76364,,
590,0.07383,0.97222,,
591,0.5222,0.86813,,
592,0.07891,0.94595,,
593,0.06682,1.0,,
594,1.24176,0.76,,
595,1.98454,0.60274,,
596,0.02921,0.98925,,
597,0.35034,0.92105,,
598,1.93741,0.54023,,
599,0.52502,0.86598,,
600,0.57369,0.82353,0.33557,0.9404
601,0.67935,0.82609,,
602,0.11657,0.92661,,
603,0.50842,0.81081,,
604,0.64015,0.80769,,
605,0.26369,0.92941,,
606,1.16809,0.76471,,
607,1.49766,0.68939,,
608,0.76909,0.84091,,
609,0.88308,0.77358,,
610,0.24616,0.96,,
611,0.17922,0.93478,,
612,0.25297,0.9396,,
613,0.10345,0.9781,,
614,1.13387,0.68889,,
615,0.6116,0.85593,,
616,0.5763,0.84348,,
617,0.31781,0.90476,,
618,0.90011,0.78049,,
619,0.10205,0.95652,,
620,1.88748,0.57317,,
621,0.26505,0.92553,,
622,0.16957,0.93182,,
623,0.14316,0.93939,,
624,0.34389,0.875,,
625,0.36764,0.91176,,
626,0.09097,0.96667,,
627,0.98242,0.75949,,
628,0.09677,0.96377,,
629,1.33029,0.70909,,
630,0.73051,0.79487,,
631,0.29963,0.94186,,
632,0.22789,0.94286,,
633,0.49634,0.88793,,
634,0.20323,0.94737,,
635,0.48541,0.87671,,
636,0.04077,0.98113,,
637,1.14357,0.7451,,
638,0.09657,0.9633,,
639,0.25588,0.90345,,
640,0.7696,0.83607,,
641,0.8265,0.81915,,
642,0.06996,0.98592,,
643,0.07214,0.96226,,
644,0.64753,0.86154,,
645,0.05125,0.94737,,
646,1.19853,0.82022,,
647,0.09786,0.925,,
648,0.78667,0.8,,
649,0.0538,0.98374,,
650,0.72208,0.87273,,
651,2.30513,0.5,,
652,0.20615,0.9604,,
653,0.09505,0.96939,,
654,0.0661,0.9633,,
655,0.17905,0.96117,,
656,0.06195,0.95122,,
657,0.30288,0.86765,,
658,0.19252,0.95568,,
659,0.61538,0.85294,,
660,0.05249,0.95652,,
661,0.82172,0.84507,,
662,2.82389,0.4549,,
663,0.94082,0.80565,,
664,0.127,0.95887,,
665,0.04931,0.99083,,
666,1.2442,0.74066,,
667,0.0897,0.96774,,
668,0.36724,0.89474,,
669,1.93733,0.63768,,
670,0.31939,0.91089,,
671,0.20738,0.91803,,
672,0.38059,0.91589,,
673,0.1344,0.95041,,
674,0.11983,0.93617,,
675,0.19232,0.95968,,
676,0.14763,0.96875,,
677,0.43463,0.90431,,
678,0.19901,0.95181,,
679,0.44346,0.83099,,
680,0.08019,0.95238,,
681,0.20524,0.93684,,
682,0.43912,0.91935,,
683,0.26316,0.90476,,
684,0.07928,0.9697,,
685,0.31248,0.90323,,
686,0.06887,0.95833,,
687,0.13557,0.94872,,
